Rank;Country or Area;Subgroup;Year;Source;Unit;Value;Value Footnotes
1073;Luxembourg;Male;2004;UNESCO_UIS Database_Sep2007;Percent;11;3
1074;Luxembourg;Male;2003;UNESCO_UIS Database_Sep2007;Percent;11;
1075;Luxembourg;Male;2002;UNESCO_UIS Database_Sep2007;Percent;11;3
1076;Luxembourg;Male;2001;UNESCO_UIS Database_Sep2007;Percent;9;
1077;Luxembourg;Male;2000;UNESCO_UIS Database_Sep2007;Percent;9;3
1078;Luxembourg;Male;1999;UNESCO_UIS Database_Sep2007;Percent;10;
1079;Macau SAR;Female;2005;UNESCO_UIS Database_Sep2007;Percent;52;
1080;Macau SAR;Female;2004;UNESCO_UIS Database_Sep2007;Percent;54;
1081;Macau SAR;Female;2003;UNESCO_UIS Database_Sep2007;Percent;55;
1082;Macau SAR;Female;2002;UNESCO_UIS Database_Sep2007;Percent;45;
1083;Macau SAR;Female;2001;UNESCO_UIS Database_Sep2007;Percent;40;
1084;Macau SAR;Female;2000;UNESCO_UIS Database_Sep2007;Percent;26;
1085;Macau SAR;Female;1999;UNESCO_UIS Database_Sep2007;Percent;24;
1086;Macau SAR;Male;2005;UNESCO_UIS Database_Sep2007;Percent;71;
1087;Macau SAR;Male;2004;UNESCO_UIS Database_Sep2007;Percent;84;
1088;Macau SAR;Male;2003;UNESCO_UIS Database_Sep2007;Percent;103;
1089;Macau SAR;Male;2002;UNESCO_UIS Database_Sep2007;Percent;86;
1090;Macau SAR;Male;2001;UNESCO_UIS Database_Sep2007;Percent;55;
1091;Macau SAR;Male;2000;UNESCO_UIS Database_Sep2007;Percent;27;
1092;Macau SAR;Male;1999;UNESCO_UIS Database_Sep2007;Percent;31;
1093;Macedonia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;35;
1094;Macedonia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;33;
1095;Macedonia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;31;
1096;Macedonia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;30;
1097;Macedonia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;28;
1098;Macedonia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;25;
1099;Macedonia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;24;
1100;Macedonia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;25;
1101;Macedonia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;23;
1102;Macedonia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;23;
1103;Macedonia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;24;
1104;Macedonia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;21;
1105;Macedonia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;20;
1106;Macedonia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;19;
1107;Madagascar;Female;2005;UNESCO_UIS Database_Sep2007;Percent;2;
1108;Madagascar;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
1109;Madagascar;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;3
1110;Madagascar;Female;2002;UNESCO_UIS Database_Sep2007;Percent;2;
1111;Madagascar;Female;2001;UNESCO_UIS Database_Sep2007;Percent;2;
1112;Madagascar;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
1113;Madagascar;Female;1999;UNESCO_UIS Database_Sep2007;Percent;2;
1114;Madagascar;Male;2005;UNESCO_UIS Database_Sep2007;Percent;3;
1115;Madagascar;Male;2004;UNESCO_UIS Database_Sep2007;Percent;3;
1116;Madagascar;Male;2003;UNESCO_UIS Database_Sep2007;Percent;2;3
1117;Madagascar;Male;2002;UNESCO_UIS Database_Sep2007;Percent;2;
1118;Madagascar;Male;2001;UNESCO_UIS Database_Sep2007;Percent;2;
1119;Madagascar;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;
1120;Madagascar;Male;1999;UNESCO_UIS Database_Sep2007;Percent;2;
1121;Malawi;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
1122;Malawi;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
1123;Malawi;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
1124;Malawi;Male;2004;UNESCO_UIS Database_Sep2007;Percent;1;
1125;Malawi;Male;2003;UNESCO_UIS Database_Sep2007;Percent;1;
1126;Malawi;Male;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
1127;Malaysia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;36;
1128;Malaysia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;38;
1129;Malaysia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;33;
1130;Malaysia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;29;
1131;Malaysia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;27;
1132;Malaysia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;24;
1133;Malaysia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;28;
1134;Malaysia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;27;
1135;Malaysia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;25;
1136;Malaysia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;23;
1137;Malaysia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;25;
1138;Malaysia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;23;
1139;Maldives;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;2
1140;Maldives;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
1141;Maldives;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1142;Maldives;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1143;Maldives;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1144;Maldives;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1145;Maldives;Male;2004;UNESCO_UIS Database_Sep2007;Percent;-;2
1146;Maldives;Male;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
1147;Maldives;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1148;Maldives;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1149;Maldives;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1150;Maldives;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1151;Mali;Female;2005;UNESCO_UIS Database_Sep2007;Percent;2;3
1152;Mali;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
1153;Mali;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;3
1154;Mali;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
1155;Mali;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
1156;Mali;Female;2000;UNESCO_UIS Database_Sep2007;Percent;1;
1157;Mali;Female;1999;UNESCO_UIS Database_Sep2007;Percent;1;
1158;Mali;Male;2005;UNESCO_UIS Database_Sep2007;Percent;3;3
1159;Mali;Male;2004;UNESCO_UIS Database_Sep2007;Percent;3;
1160;Mali;Male;2003;UNESCO_UIS Database_Sep2007;Percent;3;3
1161;Mali;Male;2002;UNESCO_UIS Database_Sep2007;Percent;3;
1162;Mali;Male;2001;UNESCO_UIS Database_Sep2007;Percent;3;
1163;Mali;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;
1164;Mali;Male;1999;UNESCO_UIS Database_Sep2007;Percent;2;
1165;Malta;Female;2005;UNESCO_UIS Database_Sep2007;Percent;37;
1166;Malta;Female;2004;UNESCO_UIS Database_Sep2007;Percent;30;
1167;Malta;Female;2003;UNESCO_UIS Database_Sep2007;Percent;35;
1168;Malta;Female;2002;UNESCO_UIS Database_Sep2007;Percent;28;
1169;Malta;Female;2001;UNESCO_UIS Database_Sep2007;Percent;28;
1170;Malta;Female;2000;UNESCO_UIS Database_Sep2007;Percent;23;
1171;Malta;Female;1999;UNESCO_UIS Database_Sep2007;Percent;21;
1172;Malta;Male;2005;UNESCO_UIS Database_Sep2007;Percent;27;
1173;Malta;Male;2004;UNESCO_UIS Database_Sep2007;Percent;23;
1174;Malta;Male;2003;UNESCO_UIS Database_Sep2007;Percent;25;
1175;Malta;Male;2002;UNESCO_UIS Database_Sep2007;Percent;20;
1176;Malta;Male;2001;UNESCO_UIS Database_Sep2007;Percent;22;
1177;Malta;Male;2000;UNESCO_UIS Database_Sep2007;Percent;19;
1178;Malta;Male;1999;UNESCO_UIS Database_Sep2007;Percent;18;
1179;Marshall Islands;Female;2003;UNESCO_UIS Database_Sep2007;Percent;19;3
1180;Marshall Islands;Female;2002;UNESCO_UIS Database_Sep2007;Percent;19;3
1181;Marshall Islands;Female;2001;UNESCO_UIS Database_Sep2007;Percent;19;3
1182;Marshall Islands;Male;2003;UNESCO_UIS Database_Sep2007;Percent;15;3
1183;Marshall Islands;Male;2002;UNESCO_UIS Database_Sep2007;Percent;15;3
1184;Marshall Islands;Male;2001;UNESCO_UIS Database_Sep2007;Percent;15;3
1185;Mauritania;Female;2005;UNESCO_UIS Database_Sep2007;Percent;2;
1186;Mauritania;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
1187;Mauritania;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;4
1188;Mauritania;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
1189;Mauritania;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
1190;Mauritania;Male;2005;UNESCO_UIS Database_Sep2007;Percent;5;
1191;Mauritania;Male;2004;UNESCO_UIS Database_Sep2007;Percent;5;
1192;Mauritania;Male;2003;UNESCO_UIS Database_Sep2007;Percent;5;4
1193;Mauritania;Male;2002;UNESCO_UIS Database_Sep2007;Percent;5;
1194;Mauritania;Male;2001;UNESCO_UIS Database_Sep2007;Percent;6;
1195;Mauritius;Female;2005;UNESCO_UIS Database_Sep2007;Percent;19;
1196;Mauritius;Female;2004;UNESCO_UIS Database_Sep2007;Percent;20;
1197;Mauritius;Female;2003;UNESCO_UIS Database_Sep2007;Percent;18;
1198;Mauritius;Female;2002;UNESCO_UIS Database_Sep2007;Percent;13;
1199;Mauritius;Female;2001;UNESCO_UIS Database_Sep2007;Percent;13;
1200;Mauritius;Female;2000;UNESCO_UIS Database_Sep2007;Percent;7;
1201;Mauritius;Female;1999;UNESCO_UIS Database_Sep2007;Percent;6;
1202;Mauritius;Male;2005;UNESCO_UIS Database_Sep2007;Percent;15;
1203;Mauritius;Male;2004;UNESCO_UIS Database_Sep2007;Percent;14;
1204;Mauritius;Male;2003;UNESCO_UIS Database_Sep2007;Percent;13;
1205;Mauritius;Male;2002;UNESCO_UIS Database_Sep2007;Percent;10;
1206;Mauritius;Male;2001;UNESCO_UIS Database_Sep2007;Percent;10;
1207;Mauritius;Male;2000;UNESCO_UIS Database_Sep2007;Percent;8;
1208;Mauritius;Male;1999;UNESCO_UIS Database_Sep2007;Percent;7;
1209;Mexico;Female;2005;UNESCO_UIS Database_Sep2007;Percent;24;
1210;Mexico;Female;2004;UNESCO_UIS Database_Sep2007;Percent;23;
1211;Mexico;Female;2003;UNESCO_UIS Database_Sep2007;Percent;22;
1212;Mexico;Female;2002;UNESCO_UIS Database_Sep2007;Percent;21;
1213;Mexico;Female;2001;UNESCO_UIS Database_Sep2007;Percent;20;
1214;Mexico;Female;2000;UNESCO_UIS Database_Sep2007;Percent;19;
1215;Mexico;Female;1999;UNESCO_UIS Database_Sep2007;Percent;17;
1216;Mexico;Male;2005;UNESCO_UIS Database_Sep2007;Percent;24;
1217;Mexico;Male;2004;UNESCO_UIS Database_Sep2007;Percent;24;
1218;Mexico;Male;2003;UNESCO_UIS Database_Sep2007;Percent;23;
1219;Mexico;Male;2002;UNESCO_UIS Database_Sep2007;Percent;22;
1220;Mexico;Male;2001;UNESCO_UIS Database_Sep2007;Percent;21;
1221;Mexico;Male;2000;UNESCO_UIS Database_Sep2007;Percent;20;
1222;Mexico;Male;1999;UNESCO_UIS Database_Sep2007;Percent;19;
1223;Monaco;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1224;Monaco;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1225;Monaco;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1226;Monaco;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1227;Monaco;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1228;Monaco;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1229;Monaco;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1230;Monaco;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1231;Monaco;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1232;Monaco;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1233;Monaco;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1234;Monaco;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1235;Monaco;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1236;Monaco;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1237;Mongolia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;54;
1238;Mongolia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;48;
1239;Mongolia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;45;
1240;Mongolia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;43;
1241;Mongolia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;42;
1242;Mongolia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;37;
1243;Mongolia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;34;
1244;Mongolia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;33;
1245;Mongolia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;29;
1246;Mongolia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;27;
1247;Mongolia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;25;
1248;Mongolia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;24;
1249;Mongolia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;21;
1250;Mongolia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;18;
1251;Montserrat;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1252;Montserrat;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1253;Montserrat;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1254;Montserrat;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1255;Montserrat;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1256;Montserrat;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1257;Montserrat;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1258;Montserrat;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1259;Montserrat;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1260;Montserrat;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1261;Montserrat;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1262;Montserrat;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1263;Montserrat;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1264;Montserrat;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1265;Morocco;Female;2005;UNESCO_UIS Database_Sep2007;Percent;10;
1266;Morocco;Female;2004;UNESCO_UIS Database_Sep2007;Percent;10;
1267;Morocco;Female;2003;UNESCO_UIS Database_Sep2007;Percent;10;
1268;Morocco;Female;2002;UNESCO_UIS Database_Sep2007;Percent;9;3
1269;Morocco;Female;2001;UNESCO_UIS Database_Sep2007;Percent;9;
1270;Morocco;Female;2000;UNESCO_UIS Database_Sep2007;Percent;8;
1271;Morocco;Female;1999;UNESCO_UIS Database_Sep2007;Percent;8;
1272;Morocco;Male;2005;UNESCO_UIS Database_Sep2007;Percent;12;
1273;Morocco;Male;2004;UNESCO_UIS Database_Sep2007;Percent;11;
1274;Morocco;Male;2003;UNESCO_UIS Database_Sep2007;Percent;11;
1275;Morocco;Male;2002;UNESCO_UIS Database_Sep2007;Percent;11;3
1276;Morocco;Male;2001;UNESCO_UIS Database_Sep2007;Percent;11;
1277;Morocco;Male;2000;UNESCO_UIS Database_Sep2007;Percent;10;
1278;Morocco;Male;1999;UNESCO_UIS Database_Sep2007;Percent;10;
1279;Mozambique;Female;2005;UNESCO_UIS Database_Sep2007;Percent;1;
1280;Mozambique;Female;2004;UNESCO_UIS Database_Sep2007;Percent;1;
1281;Mozambique;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;
1282;Mozambique;Male;2005;UNESCO_UIS Database_Sep2007;Percent;2;
1283;Mozambique;Male;2004;UNESCO_UIS Database_Sep2007;Percent;2;
1284;Mozambique;Male;2003;UNESCO_UIS Database_Sep2007;Percent;1;
1285;Myanmar;Female;2001;UNESCO_UIS Database_Sep2007;Percent;14;3
1286;Myanmar;Female;1999;UNESCO_UIS Database_Sep2007;Percent;9;3
1287;Myanmar;Male;2001;UNESCO_UIS Database_Sep2007;Percent;8;3
1288;Myanmar;Male;1999;UNESCO_UIS Database_Sep2007;Percent;5;3
1289;Namibia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;7;
1290;Namibia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;7;
1291;Namibia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;7;
1292;Namibia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;7;
1293;Namibia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;6;
1294;Namibia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;6;
1295;Namibia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;5;
1296;Namibia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;8;
1297;Nauru;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1298;Nauru;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1299;Nauru;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1300;Nauru;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1301;Nauru;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1302;Nauru;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1303;Nauru;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1304;Nauru;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1305;Nauru;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1306;Nauru;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1307;Nauru;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1308;Nauru;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1309;Nauru;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1310;Nauru;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1311;Nepal;Female;2004;UNESCO_UIS Database_Sep2007;Percent;3;
1312;Nepal;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;
1313;Nepal;Female;2002;UNESCO_UIS Database_Sep2007;Percent;2;
1314;Nepal;Female;2001;UNESCO_UIS Database_Sep2007;Percent;2;3
1315;Nepal;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
1316;Nepal;Male;2004;UNESCO_UIS Database_Sep2007;Percent;8;
1317;Nepal;Male;2003;UNESCO_UIS Database_Sep2007;Percent;7;
1318;Nepal;Male;2002;UNESCO_UIS Database_Sep2007;Percent;8;
1319;Nepal;Male;2001;UNESCO_UIS Database_Sep2007;Percent;7;3
1320;Nepal;Male;2000;UNESCO_UIS Database_Sep2007;Percent;6;
1321;Netherlands;Female;2005;UNESCO_UIS Database_Sep2007;Percent;63;
1322;Netherlands;Female;2004;UNESCO_UIS Database_Sep2007;Percent;62;
1323;Netherlands;Female;2003;UNESCO_UIS Database_Sep2007;Percent;60;
1324;Netherlands;Female;2002;UNESCO_UIS Database_Sep2007;Percent;59;
1325;Netherlands;Female;2001;UNESCO_UIS Database_Sep2007;Percent;57;
1326;Netherlands;Female;2000;UNESCO_UIS Database_Sep2007;Percent;54;
1327;Netherlands;Female;1999;UNESCO_UIS Database_Sep2007;Percent;50;
1328;Netherlands;Male;2005;UNESCO_UIS Database_Sep2007;Percent;58;
1329;Netherlands;Male;2004;UNESCO_UIS Database_Sep2007;Percent;57;
1330;Netherlands;Male;2003;UNESCO_UIS Database_Sep2007;Percent;56;
1331;Netherlands;Male;2002;UNESCO_UIS Database_Sep2007;Percent;55;
1332;Netherlands;Male;2001;UNESCO_UIS Database_Sep2007;Percent;54;
1333;Netherlands;Male;2000;UNESCO_UIS Database_Sep2007;Percent;52;
1334;Netherlands;Male;1999;UNESCO_UIS Database_Sep2007;Percent;50;
1335;Netherlands Antilles;Female;2002;UNESCO_UIS Database_Sep2007;Percent;28;
1336;Netherlands Antilles;Female;2001;UNESCO_UIS Database_Sep2007;Percent;30;
1337;Netherlands Antilles;Female;2000;UNESCO_UIS Database_Sep2007;Percent;30;
1338;Netherlands Antilles;Female;1999;UNESCO_UIS Database_Sep2007;Percent;25;
1339;Netherlands Antilles;Male;2002;UNESCO_UIS Database_Sep2007;Percent;19;
1340;Netherlands Antilles;Male;2001;UNESCO_UIS Database_Sep2007;Percent;22;
1341;Netherlands Antilles;Male;2000;UNESCO_UIS Database_Sep2007;Percent;24;
1342;Netherlands Antilles;Male;1999;UNESCO_UIS Database_Sep2007;Percent;22;
1343;New Zealand;Female;2005;UNESCO_UIS Database_Sep2007;Percent;99;
1344;New Zealand;Female;2004;UNESCO_UIS Database_Sep2007;Percent;103;
1345;New Zealand;Female;2003;UNESCO_UIS Database_Sep2007;Percent;86;
1346;New Zealand;Female;2002;UNESCO_UIS Database_Sep2007;Percent;84;
1347;New Zealand;Female;2001;UNESCO_UIS Database_Sep2007;Percent;83;
1348;New Zealand;Female;2000;UNESCO_UIS Database_Sep2007;Percent;81;
1349;New Zealand;Female;1999;UNESCO_UIS Database_Sep2007;Percent;79;
1350;New Zealand;Male;2005;UNESCO_UIS Database_Sep2007;Percent;66;
1351;New Zealand;Male;2004;UNESCO_UIS Database_Sep2007;Percent;70;
1352;New Zealand;Male;2003;UNESCO_UIS Database_Sep2007;Percent;58;
1353;New Zealand;Male;2002;UNESCO_UIS Database_Sep2007;Percent;57;
1354;New Zealand;Male;2001;UNESCO_UIS Database_Sep2007;Percent;57;
1355;New Zealand;Male;2000;UNESCO_UIS Database_Sep2007;Percent;56;
1356;New Zealand;Male;1999;UNESCO_UIS Database_Sep2007;Percent;55;
1357;Nicaragua;Female;2003;UNESCO_UIS Database_Sep2007;Percent;19;3
1358;Nicaragua;Female;2002;UNESCO_UIS Database_Sep2007;Percent;19;
1359;Nicaragua;Female;2001;UNESCO_UIS Database_Sep2007;Percent;19;3
1360;Nicaragua;Male;2003;UNESCO_UIS Database_Sep2007;Percent;17;3
1361;Nicaragua;Male;2002;UNESCO_UIS Database_Sep2007;Percent;17;
1362;Nicaragua;Male;2001;UNESCO_UIS Database_Sep2007;Percent;17;3
1363;Niger;Female;2005;UNESCO_UIS Database_Sep2007;Percent;1;
1364;Niger;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
1365;Niger;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;2
1366;Niger;Male;2005;UNESCO_UIS Database_Sep2007;Percent;1;
1367;Niger;Male;2004;UNESCO_UIS Database_Sep2007;Percent;1;
1368;Niger;Male;2003;UNESCO_UIS Database_Sep2007;Percent;1;3
1369;Nigeria;Female;2004;UNESCO_UIS Database_Sep2007;Percent;7;
1370;Nigeria;Female;2003;UNESCO_UIS Database_Sep2007;Percent;7;3
1371;Nigeria;Female;1999;UNESCO_UIS Database_Sep2007;Percent;6;
1372;Nigeria;Male;2004;UNESCO_UIS Database_Sep2007;Percent;13;
1373;Nigeria;Male;2003;UNESCO_UIS Database_Sep2007;Percent;13;3
1374;Nigeria;Male;1999;UNESCO_UIS Database_Sep2007;Percent;7;
1375;Niue;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1376;Niue;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1377;Niue;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1378;Niue;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1379;Niue;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1380;Niue;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1381;Niue;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1382;Niue;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1383;Niue;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1384;Niue;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1385;Niue;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1386;Niue;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1387;Niue;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1388;Niue;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1389;Norway;Female;2005;UNESCO_UIS Database_Sep2007;Percent;97;
1390;Norway;Female;2004;UNESCO_UIS Database_Sep2007;Percent;98;
1391;Norway;Female;2003;UNESCO_UIS Database_Sep2007;Percent;98;
1392;Norway;Female;2002;UNESCO_UIS Database_Sep2007;Percent;90;
1393;Norway;Female;2001;UNESCO_UIS Database_Sep2007;Percent;86;
1394;Norway;Female;2000;UNESCO_UIS Database_Sep2007;Percent;83;
1395;Norway;Female;1999;UNESCO_UIS Database_Sep2007;Percent;78;
1396;Norway;Male;2005;UNESCO_UIS Database_Sep2007;Percent;63;
1397;Norway;Male;2004;UNESCO_UIS Database_Sep2007;Percent;64;
1398;Norway;Male;2003;UNESCO_UIS Database_Sep2007;Percent;63;
1399;Norway;Male;2002;UNESCO_UIS Database_Sep2007;Percent;59;
1400;Norway;Male;2001;UNESCO_UIS Database_Sep2007;Percent;57;
1401;Norway;Male;2000;UNESCO_UIS Database_Sep2007;Percent;57;
1402;Norway;Male;1999;UNESCO_UIS Database_Sep2007;Percent;56;
1403;Oman;Female;2005;UNESCO_UIS Database_Sep2007;Percent;19;
1404;Oman;Female;2004;UNESCO_UIS Database_Sep2007;Percent;17;
1405;Oman;Female;2003;UNESCO_UIS Database_Sep2007;Percent;12;
1406;Oman;Female;2002;UNESCO_UIS Database_Sep2007;Percent;12;3
1407;Oman;Male;2005;UNESCO_UIS Database_Sep2007;Percent;18;
1408;Oman;Male;2004;UNESCO_UIS Database_Sep2007;Percent;15;
1409;Oman;Male;2003;UNESCO_UIS Database_Sep2007;Percent;16;
1410;Oman;Male;2002;UNESCO_UIS Database_Sep2007;Percent;16;3
1411;Pakistan;Female;2005;UNESCO_UIS Database_Sep2007;Percent;4;
1412;Pakistan;Female;2004;UNESCO_UIS Database_Sep2007;Percent;3;
1413;Pakistan;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;
1414;Pakistan;Female;2002;UNESCO_UIS Database_Sep2007;Percent;2;3
1415;Pakistan;Male;2005;UNESCO_UIS Database_Sep2007;Percent;5;
1416;Pakistan;Male;2004;UNESCO_UIS Database_Sep2007;Percent;4;
1417;Pakistan;Male;2003;UNESCO_UIS Database_Sep2007;Percent;3;
1418;Pakistan;Male;2002;UNESCO_UIS Database_Sep2007;Percent;3;3
1419;Palau;Female;2002;UNESCO_UIS Database_Sep2007;Percent;57;3
1420;Palau;Female;2001;UNESCO_UIS Database_Sep2007;Percent;58;3
1421;Palau;Female;2000;UNESCO_UIS Database_Sep2007;Percent;58;3
1422;Palau;Male;2002;UNESCO_UIS Database_Sep2007;Percent;27;3
