"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Luxembourg","Male","2002","UNESCO_UIS Database_Sep2007","Percent","11","3"
"Luxembourg","Male","2001","UNESCO_UIS Database_Sep2007","Percent","9",""
"Luxembourg","Male","2000","UNESCO_UIS Database_Sep2007","Percent","9","3"
"Luxembourg","Male","1999","UNESCO_UIS Database_Sep2007","Percent","10",""
"Macau SAR","Female","2005","UNESCO_UIS Database_Sep2007","Percent","52",""
"Macau SAR","Female","2004","UNESCO_UIS Database_Sep2007","Percent","54",""
"Macau SAR","Female","2003","UNESCO_UIS Database_Sep2007","Percent","55",""
"Macau SAR","Female","2002","UNESCO_UIS Database_Sep2007","Percent","45",""
"Macau SAR","Female","2001","UNESCO_UIS Database_Sep2007","Percent","40",""
"Macau SAR","Female","2000","UNESCO_UIS Database_Sep2007","Percent","26",""
"Macau SAR","Female","1999","UNESCO_UIS Database_Sep2007","Percent","24",""
"Macau SAR","Male","2005","UNESCO_UIS Database_Sep2007","Percent","71",""
"Macau SAR","Male","2004","UNESCO_UIS Database_Sep2007","Percent","84",""
"Macau SAR","Male","2003","UNESCO_UIS Database_Sep2007","Percent","103",""
"Macau SAR","Male","2002","UNESCO_UIS Database_Sep2007","Percent","86",""
"Macau SAR","Male","2001","UNESCO_UIS Database_Sep2007","Percent","55",""
"Macau SAR","Male","2000","UNESCO_UIS Database_Sep2007","Percent","27",""
"Macau SAR","Male","1999","UNESCO_UIS Database_Sep2007","Percent","31",""
"Macedonia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","35",""
"Macedonia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","33",""
"Macedonia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","31",""
"Macedonia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","30",""
"Macedonia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","28",""
"Macedonia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","25",""
"Macedonia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","24",""
"Macedonia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","25",""
"Macedonia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","23",""
"Macedonia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","23",""
"Macedonia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","24",""
"Macedonia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","21",""
"Macedonia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","20",""
"Macedonia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","19",""
"Madagascar","Female","2005","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Female","2003","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Madagascar","Female","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Female","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Female","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Male","2005","UNESCO_UIS Database_Sep2007","Percent","3",""
"Madagascar","Male","2004","UNESCO_UIS Database_Sep2007","Percent","3",""
"Madagascar","Male","2003","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Madagascar","Male","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Male","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Madagascar","Male","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Malawi","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Malawi","Female","2003","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Malawi","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Malawi","Male","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Malawi","Male","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Malawi","Male","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Malaysia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","36",""
"Malaysia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","38",""
"Malaysia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","33",""
"Malaysia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","29",""
"Malaysia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","27",""
"Malaysia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","24",""
"Malaysia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","28",""
"Malaysia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","27",""
"Malaysia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","25",""
"Malaysia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","23",""
"Malaysia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","25",""
"Malaysia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","23",""
"Maldives","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Maldives","Female","2003","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Maldives","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Male","2004","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Maldives","Male","2003","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Maldives","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Maldives","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Mali","Female","2005","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Mali","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mali","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Mali","Female","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mali","Female","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mali","Female","2000","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mali","Female","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mali","Male","2005","UNESCO_UIS Database_Sep2007","Percent","3","3"
"Mali","Male","2004","UNESCO_UIS Database_Sep2007","Percent","3",""
"Mali","Male","2003","UNESCO_UIS Database_Sep2007","Percent","3","3"
"Mali","Male","2002","UNESCO_UIS Database_Sep2007","Percent","3",""
"Mali","Male","2001","UNESCO_UIS Database_Sep2007","Percent","3",""
"Mali","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mali","Male","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Malta","Female","2005","UNESCO_UIS Database_Sep2007","Percent","37",""
"Malta","Female","2004","UNESCO_UIS Database_Sep2007","Percent","30",""
"Malta","Female","2003","UNESCO_UIS Database_Sep2007","Percent","35",""
"Malta","Female","2002","UNESCO_UIS Database_Sep2007","Percent","28",""
"Malta","Female","2001","UNESCO_UIS Database_Sep2007","Percent","28",""
"Malta","Female","2000","UNESCO_UIS Database_Sep2007","Percent","23",""
"Malta","Female","1999","UNESCO_UIS Database_Sep2007","Percent","21",""
"Malta","Male","2005","UNESCO_UIS Database_Sep2007","Percent","27",""
"Malta","Male","2004","UNESCO_UIS Database_Sep2007","Percent","23",""
"Malta","Male","2003","UNESCO_UIS Database_Sep2007","Percent","25",""
"Malta","Male","2002","UNESCO_UIS Database_Sep2007","Percent","20",""
"Malta","Male","2001","UNESCO_UIS Database_Sep2007","Percent","22",""
"Malta","Male","2000","UNESCO_UIS Database_Sep2007","Percent","19",""
"Malta","Male","1999","UNESCO_UIS Database_Sep2007","Percent","18",""
"Marshall Islands","Female","2003","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Marshall Islands","Female","2002","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Marshall Islands","Female","2001","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Marshall Islands","Male","2003","UNESCO_UIS Database_Sep2007","Percent","15","3"
"Marshall Islands","Male","2002","UNESCO_UIS Database_Sep2007","Percent","15","3"
"Marshall Islands","Male","2001","UNESCO_UIS Database_Sep2007","Percent","15","3"
"Mauritania","Female","2005","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mauritania","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mauritania","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1","4"
"Mauritania","Female","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mauritania","Female","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mauritania","Male","2005","UNESCO_UIS Database_Sep2007","Percent","5",""
"Mauritania","Male","2004","UNESCO_UIS Database_Sep2007","Percent","5",""
"Mauritania","Male","2003","UNESCO_UIS Database_Sep2007","Percent","5","4"
"Mauritania","Male","2002","UNESCO_UIS Database_Sep2007","Percent","5",""
"Mauritania","Male","2001","UNESCO_UIS Database_Sep2007","Percent","6",""
"Mauritius","Female","2005","UNESCO_UIS Database_Sep2007","Percent","19",""
"Mauritius","Female","2004","UNESCO_UIS Database_Sep2007","Percent","20",""
"Mauritius","Female","2003","UNESCO_UIS Database_Sep2007","Percent","18",""
"Mauritius","Female","2002","UNESCO_UIS Database_Sep2007","Percent","13",""
"Mauritius","Female","2001","UNESCO_UIS Database_Sep2007","Percent","13",""
"Mauritius","Female","2000","UNESCO_UIS Database_Sep2007","Percent","7",""
"Mauritius","Female","1999","UNESCO_UIS Database_Sep2007","Percent","6",""
"Mauritius","Male","2005","UNESCO_UIS Database_Sep2007","Percent","15",""
"Mauritius","Male","2004","UNESCO_UIS Database_Sep2007","Percent","14",""
"Mauritius","Male","2003","UNESCO_UIS Database_Sep2007","Percent","13",""
"Mauritius","Male","2002","UNESCO_UIS Database_Sep2007","Percent","10",""
"Mauritius","Male","2001","UNESCO_UIS Database_Sep2007","Percent","10",""
"Mauritius","Male","2000","UNESCO_UIS Database_Sep2007","Percent","8",""
"Mauritius","Male","1999","UNESCO_UIS Database_Sep2007","Percent","7",""
"Mexico","Female","2005","UNESCO_UIS Database_Sep2007","Percent","24",""
"Mexico","Female","2004","UNESCO_UIS Database_Sep2007","Percent","23",""
"Mexico","Female","2003","UNESCO_UIS Database_Sep2007","Percent","22",""
"Mexico","Female","2002","UNESCO_UIS Database_Sep2007","Percent","21",""
"Mexico","Female","2001","UNESCO_UIS Database_Sep2007","Percent","20",""
"Mexico","Female","2000","UNESCO_UIS Database_Sep2007","Percent","19",""
"Mexico","Female","1999","UNESCO_UIS Database_Sep2007","Percent","17",""
"Mexico","Male","2005","UNESCO_UIS Database_Sep2007","Percent","24",""
"Mexico","Male","2004","UNESCO_UIS Database_Sep2007","Percent","24",""
"Mexico","Male","2003","UNESCO_UIS Database_Sep2007","Percent","23",""
"Mexico","Male","2002","UNESCO_UIS Database_Sep2007","Percent","22",""
"Mexico","Male","2001","UNESCO_UIS Database_Sep2007","Percent","21",""
"Mexico","Male","2000","UNESCO_UIS Database_Sep2007","Percent","20",""
"Mexico","Male","1999","UNESCO_UIS Database_Sep2007","Percent","19",""
"Monaco","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Monaco","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Mongolia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","54",""
"Mongolia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","48",""
"Mongolia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","45",""
"Mongolia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","43",""
"Mongolia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","42",""
"Mongolia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","37",""
"Mongolia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","34",""
"Mongolia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","33",""
"Mongolia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","29",""
"Mongolia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","27",""
"Mongolia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","25",""
"Mongolia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","24",""
"Mongolia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","21",""
"Mongolia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","18",""
"Montserrat","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Montserrat","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Morocco","Female","2005","UNESCO_UIS Database_Sep2007","Percent","10",""
"Morocco","Female","2004","UNESCO_UIS Database_Sep2007","Percent","10",""
"Morocco","Female","2003","UNESCO_UIS Database_Sep2007","Percent","10",""
"Morocco","Female","2002","UNESCO_UIS Database_Sep2007","Percent","9","3"
"Morocco","Female","2001","UNESCO_UIS Database_Sep2007","Percent","9",""
"Morocco","Female","2000","UNESCO_UIS Database_Sep2007","Percent","8",""
"Morocco","Female","1999","UNESCO_UIS Database_Sep2007","Percent","8",""
"Morocco","Male","2005","UNESCO_UIS Database_Sep2007","Percent","12",""
"Morocco","Male","2004","UNESCO_UIS Database_Sep2007","Percent","11",""
"Morocco","Male","2003","UNESCO_UIS Database_Sep2007","Percent","11",""
"Morocco","Male","2002","UNESCO_UIS Database_Sep2007","Percent","11","3"
"Morocco","Male","2001","UNESCO_UIS Database_Sep2007","Percent","11",""
"Morocco","Male","2000","UNESCO_UIS Database_Sep2007","Percent","10",""
"Morocco","Male","1999","UNESCO_UIS Database_Sep2007","Percent","10",""
"Mozambique","Female","2005","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mozambique","Female","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mozambique","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Mozambique","Male","2005","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mozambique","Male","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Mozambique","Male","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Myanmar","Female","2001","UNESCO_UIS Database_Sep2007","Percent","14","3"
"Myanmar","Female","1999","UNESCO_UIS Database_Sep2007","Percent","9","3"
"Myanmar","Male","2001","UNESCO_UIS Database_Sep2007","Percent","8","3"
"Myanmar","Male","1999","UNESCO_UIS Database_Sep2007","Percent","5","3"
"Namibia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","7",""
"Namibia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","7",""
"Namibia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","7",""
"Namibia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","7",""
"Namibia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","6",""
"Namibia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","6",""
"Namibia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","5",""
"Namibia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","8",""
"Nauru","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nauru","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Nepal","Female","2004","UNESCO_UIS Database_Sep2007","Percent","3",""
"Nepal","Female","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Nepal","Female","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Nepal","Female","2001","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Nepal","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Nepal","Male","2004","UNESCO_UIS Database_Sep2007","Percent","8",""
"Nepal","Male","2003","UNESCO_UIS Database_Sep2007","Percent","7",""
"Nepal","Male","2002","UNESCO_UIS Database_Sep2007","Percent","8",""
"Nepal","Male","2001","UNESCO_UIS Database_Sep2007","Percent","7","3"
"Nepal","Male","2000","UNESCO_UIS Database_Sep2007","Percent","6",""
"Netherlands","Female","2005","UNESCO_UIS Database_Sep2007","Percent","63",""
"Netherlands","Female","2004","UNESCO_UIS Database_Sep2007","Percent","62",""
"Netherlands","Female","2003","UNESCO_UIS Database_Sep2007","Percent","60",""
"Netherlands","Female","2002","UNESCO_UIS Database_Sep2007","Percent","59",""
"Netherlands","Female","2001","UNESCO_UIS Database_Sep2007","Percent","57",""
"Netherlands","Female","2000","UNESCO_UIS Database_Sep2007","Percent","54",""
"Netherlands","Female","1999","UNESCO_UIS Database_Sep2007","Percent","50",""
"Netherlands","Male","2005","UNESCO_UIS Database_Sep2007","Percent","58",""
"Netherlands","Male","2004","UNESCO_UIS Database_Sep2007","Percent","57",""
"Netherlands","Male","2003","UNESCO_UIS Database_Sep2007","Percent","56",""
"Netherlands","Male","2002","UNESCO_UIS Database_Sep2007","Percent","55",""
"Netherlands","Male","2001","UNESCO_UIS Database_Sep2007","Percent","54",""
"Netherlands","Male","2000","UNESCO_UIS Database_Sep2007","Percent","52",""
"Netherlands","Male","1999","UNESCO_UIS Database_Sep2007","Percent","50",""
"Netherlands Antilles","Female","2002","UNESCO_UIS Database_Sep2007","Percent","28",""
"Netherlands Antilles","Female","2001","UNESCO_UIS Database_Sep2007","Percent","30",""
"Netherlands Antilles","Female","2000","UNESCO_UIS Database_Sep2007","Percent","30",""
"Netherlands Antilles","Female","1999","UNESCO_UIS Database_Sep2007","Percent","25",""
"Netherlands Antilles","Male","2002","UNESCO_UIS Database_Sep2007","Percent","19",""
"Netherlands Antilles","Male","2001","UNESCO_UIS Database_Sep2007","Percent","22",""
"Netherlands Antilles","Male","2000","UNESCO_UIS Database_Sep2007","Percent","24",""
"Netherlands Antilles","Male","1999","UNESCO_UIS Database_Sep2007","Percent","22",""
"New Zealand","Female","2005","UNESCO_UIS Database_Sep2007","Percent","99",""
"New Zealand","Female","2004","UNESCO_UIS Database_Sep2007","Percent","103",""
"New Zealand","Female","2003","UNESCO_UIS Database_Sep2007","Percent","86",""
"New Zealand","Female","2002","UNESCO_UIS Database_Sep2007","Percent","84",""
"New Zealand","Female","2001","UNESCO_UIS Database_Sep2007","Percent","83",""
"New Zealand","Female","2000","UNESCO_UIS Database_Sep2007","Percent","81",""
"New Zealand","Female","1999","UNESCO_UIS Database_Sep2007","Percent","79",""
"New Zealand","Male","2005","UNESCO_UIS Database_Sep2007","Percent","66",""
"New Zealand","Male","2004","UNESCO_UIS Database_Sep2007","Percent","70",""
"New Zealand","Male","2003","UNESCO_UIS Database_Sep2007","Percent","58",""
"New Zealand","Male","2002","UNESCO_UIS Database_Sep2007","Percent","57",""
"New Zealand","Male","2001","UNESCO_UIS Database_Sep2007","Percent","57",""
"New Zealand","Male","2000","UNESCO_UIS Database_Sep2007","Percent","56",""
"New Zealand","Male","1999","UNESCO_UIS Database_Sep2007","Percent","55",""
"Nicaragua","Female","2003","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Nicaragua","Female","2002","UNESCO_UIS Database_Sep2007","Percent","19",""
"Nicaragua","Female","2001","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Nicaragua","Male","2003","UNESCO_UIS Database_Sep2007","Percent","17","3"
"Nicaragua","Male","2002","UNESCO_UIS Database_Sep2007","Percent","17",""
"Nicaragua","Male","2001","UNESCO_UIS Database_Sep2007","Percent","17","3"
"Niger","Female","2005","UNESCO_UIS Database_Sep2007","Percent","1",""
"Niger","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Niger","Female","2003","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Niger","Male","2005","UNESCO_UIS Database_Sep2007","Percent","1",""
"Niger","Male","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Niger","Male","2003","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Nigeria","Female","2004","UNESCO_UIS Database_Sep2007","Percent","7",""
"Nigeria","Female","2003","UNESCO_UIS Database_Sep2007","Percent","7","3"
"Nigeria","Female","1999","UNESCO_UIS Database_Sep2007","Percent","6",""
"Nigeria","Male","2004","UNESCO_UIS Database_Sep2007","Percent","13",""
"Nigeria","Male","2003","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Nigeria","Male","1999","UNESCO_UIS Database_Sep2007","Percent","7",""
"Niue","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Niue","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Norway","Female","2005","UNESCO_UIS Database_Sep2007","Percent","97",""
"Norway","Female","2004","UNESCO_UIS Database_Sep2007","Percent","98",""
"Norway","Female","2003","UNESCO_UIS Database_Sep2007","Percent","98",""
"Norway","Female","2002","UNESCO_UIS Database_Sep2007","Percent","90",""
"Norway","Female","2001","UNESCO_UIS Database_Sep2007","Percent","86",""
"Norway","Female","2000","UNESCO_UIS Database_Sep2007","Percent","83",""
"Norway","Female","1999","UNESCO_UIS Database_Sep2007","Percent","78",""
"Norway","Male","2005","UNESCO_UIS Database_Sep2007","Percent","63",""
"Norway","Male","2004","UNESCO_UIS Database_Sep2007","Percent","64",""
"Norway","Male","2003","UNESCO_UIS Database_Sep2007","Percent","63",""
"Norway","Male","2002","UNESCO_UIS Database_Sep2007","Percent","59",""
"Norway","Male","2001","UNESCO_UIS Database_Sep2007","Percent","57",""
"Norway","Male","2000","UNESCO_UIS Database_Sep2007","Percent","57",""
"Norway","Male","1999","UNESCO_UIS Database_Sep2007","Percent","56",""
"Oman","Female","2005","UNESCO_UIS Database_Sep2007","Percent","19",""
"Oman","Female","2004","UNESCO_UIS Database_Sep2007","Percent","17",""
"Oman","Female","2003","UNESCO_UIS Database_Sep2007","Percent","12",""
"Oman","Female","2002","UNESCO_UIS Database_Sep2007","Percent","12","3"
"Oman","Male","2005","UNESCO_UIS Database_Sep2007","Percent","18",""
"Oman","Male","2004","UNESCO_UIS Database_Sep2007","Percent","15",""
"Oman","Male","2003","UNESCO_UIS Database_Sep2007","Percent","16",""
"Oman","Male","2002","UNESCO_UIS Database_Sep2007","Percent","16","3"
"Pakistan","Female","2005","UNESCO_UIS Database_Sep2007","Percent","4",""
"Pakistan","Female","2004","UNESCO_UIS Database_Sep2007","Percent","3",""
"Pakistan","Female","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Pakistan","Female","2002","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Pakistan","Male","2005","UNESCO_UIS Database_Sep2007","Percent","5",""
"Pakistan","Male","2004","UNESCO_UIS Database_Sep2007","Percent","4",""
"Pakistan","Male","2003","UNESCO_UIS Database_Sep2007","Percent","3",""
"Pakistan","Male","2002","UNESCO_UIS Database_Sep2007","Percent","3","3"
"Palau","Female","2002","UNESCO_UIS Database_Sep2007","Percent","57","3"
"Palau","Female","2001","UNESCO_UIS Database_Sep2007","Percent","58","3"
"Palau","Female","2000","UNESCO_UIS Database_Sep2007","Percent","58","3"
"Palau","Male","2002","UNESCO_UIS Database_Sep2007","Percent","27","3"
"Palau","Male","2001","UNESCO_UIS Database_Sep2007","Percent","27","3"
"Palau","Male","2000","UNESCO_UIS Database_Sep2007","Percent","25","3"
"Palestinian Territory, Occupied","Female","2005","UNESCO_UIS Database_Sep2007","Percent","39","3"
"Palestinian Territory, Occupied","Female","2004","UNESCO_UIS Database_Sep2007","Percent","39",""
"Palestinian Territory, Occupied","Female","2003","UNESCO_UIS Database_Sep2007","Percent","35",""
"Palestinian Territory, Occupied","Female","2002","UNESCO_UIS Database_Sep2007","Percent","30",""
"Palestinian Territory, Occupied","Female","2001","UNESCO_UIS Database_Sep2007","Percent","28",""
"Palestinian Territory, Occupied","Female","2000","UNESCO_UIS Database_Sep2007","Percent","25",""
"Palestinian Territory, Occupied","Female","1999","UNESCO_UIS Database_Sep2007","Percent","23",""
